ID,台語羅馬字,台語羅馬字2,台語漢字,華語對譯,英文,pos_h
44086,pian7-hng,,便方,;成方;,,
44087,pian7-hoe3,pian7-he3,便貨,;現貨;,,Na
44088,pian7-hok8,,便服,;便服;,,Na
44089,pian7-hou7,,辯護,;辯護;,,VB
44090,pian7-hou7-su7,,辯護士,;律師;,,Na
44091,pian7-i,,便衣,;便衣;,,Na
44092,pian7-iaN5,,辯贏,;辯贏;,,
44093,pian7-in3,,便印,;方便印;,,
44094,pian7-ioh8,,便藥,;成藥;,,Na
44095,pian7-iu2,,便有,;便有;,,VJ
44096,pian7-jim7,,辯認,;辯認;,,
44097,pian7-kai2,,辯解,;辯解;,,VE
44098,pian7-khang-khoe3,pian7-khang-khe3,便工課,;現成活;,,
44099,pian7-khang-khoe3,pian7-khang-khe3,便空課,;現成工作;,,
44100,pian7-khi3,,便器,;便器;,,
44101,pian7-khoaN3,,便看,;看形勢;看情形;看著辦;,,VA
44102,pian7-kio5,,便橋,;便橋;,,Na
44103,pian7-kong2,,辯講,;辯稱;,,VE
44104,pian7-li7,,便利,;便宜;,,VH
44105,pian7-lun7,,辯論,;辯論;,,VE
44106,pian7-na7,,便若,;凡是;見若;,,Cb
44107,pian7-oe7-kut,,辯話骨,;挑語病;,,
44108,pian7-pi3,,便秘,;便秘;,,VH
44109,pian7-pian7,,便便,;便;現成;,,Dd;A
44110,pian7-piat8,,辨別,;辨別;,,VC
44111,pian7-png7,,便飯,;便飯;,,Na
44112,pian7-pok,,辯駁,;論難;辯駁;,,VE
44113,pian7-saN,,便衫,;居家服;便服;家常服;,,Na
44114,pian7-sek,,辨識,;辨識;,,VC
44115,pian7-sou2,,便所,;廁所;,,Nc
44116,pian7-sou2-choa2,,便所紙,;衛生紙;,,Na
44117,pian7-tho3-ioh8,,便套藥,;成藥;,,Na
44118,pian7-tho3-oe7,,便套話,;客套話;,,
44119,pian7-tho3-png7,,便套飯,;便飯;,,Na
44120,pian7-tiau5,,便條,;便條;,,Na
44121,pian7-to7,,便道,;便道;,,Na
44122,pian7-tong,,便當,;便當;,,Na
44123,pian7-tong-ah8,,便當盒,;飯盒;,,Na
44124,pian-che3-lai7,,編制內,;編制內;,,
44125,pian-chhoan3,,編篡,;編篡;,,VC
44126,pian-chia2,,編者,;編者;,,Na
44127,piaN-chioh8-thau5,phiaN-chioh8-thau5,摒石頭,;丟石頭;,,
44128,pian-chip,pian-chip8,編輯,;編輯;,,Na;VC
44129,piang3,,piang3,;破裂;崩;,,b;VH
44130,piang3,,進,;進;,,VC
44131,piang3-piang3-hau2,,piang3-piang3吼,;砰砰響;,,
44132,pian-ham5,,編函,;函;編;,,VC;b
44133,pian-ho7-thau5,,編號頭,;編號;,,VB
44134,pian-hok,,蝙蝠,;蝙蝠;,,Na
44135,pian-hong5,,邊防,;邊防;,,Na
44136,pian-jip8,,編入,;編入;,,VR
44137,pian-kai3,,邊界,;邊界;邊陲;,,Nc
44138,pian-keng2,,邊境,;邊境;,,Nc
44139,pian-khek,,編曲,;編曲;,,VA
44140,pian-kiok8,,編劇,;編劇;,,VA
44141,pian-kiong,,邊疆,;邊疆;,,Nc
44142,piaN-lai5-piaN-khi3,piaN-lai5-piaN-khu3,piaN來piaN去,;丟來丟去;,,
44143,pian-phau3-a2,,鞭炮仔,;鞭炮;,,Na
44144,piaN-sak,,抨sak,;抨;,,b
44145,pian-siu,,編修,;編修;,,VC
44146,pian-su,,編書,;編書;,,VA
44147,pian--tiau5,,pian--tiau5,;扳;,,VC
44148,pian-tiong5-bok8-kip8,,鞭長莫及,;鞭長莫及;,,VH
44149,piat8-chhut-sim-chhai5,,別出心裁,;別出心裁;,,VH
44150,piat8-chong,,別莊,;別墅;,,Na
44151,piat8-ho7,,別號,;別號;,,Na
44152,piat8-li7,piat8-li5,別離,;別離;,,VH
44153,piat8-se3,,別世,;逝世;,,VH
44154,piat8-su7,,別墅,;別墅;,,Na
44155,piau,,標,;標;,,VC
44156,piau2,,表,;表;發散;,,Na;VC;VE
44157,piau2,,婊,;婊;,,b
44158,piau2-a2,,婊仔,;姑娘兒;神女;娼妓;,,Na
44159,piau2-a2-thau5,,婊仔頭,;老鴇;,,Na
44160,piau2-beng5,,表明,;表明;,,VE
44161,piau2-bian7,,表面,;表面;,,Na
44162,piau2-bin7,,表面,;表面;,,Na
44163,piau2-chan5,,表層,;表層;,,Na
44164,piau2-che2,,表姐,;表姐;,,Na
44165,piau2-che2,,表姊,;表姊;,,Na
44166,piau2-chek,,表叔,;表叔;,,Na
44167,piau2-cheng5,,表情,;表情;,,Na
44168,piau2-chi2-moe7,,表姐妹,;表姐妹;,,
44169,piau2-chiong,,表彰,;表彰;,,VC
44170,piau2-chu2,,婊子,;妓女;婊子;,,Na
44171,piau2-chu2-kiaN2,,婊子囝,;私生子;,,Na
44172,piau2-e5,,表的,;中表;老表;表親;,,Na
44173,piau2-han7,,表汗,;發汗;,,VH
44174,piau2-hiaN,,表兄,;表兄;表哥;,,Na
44175,piau2-hian7,,表現,;表現;,represent,VJ
44176,piau2-hiaN-ti7,,表兄弟,;表兄弟;,,Na
44177,piau2-ian2,,表演,;表演;,,Na;VC
44178,piau2-ian2-sai3,,表演賽,;表演賽;,,Na
44179,piau2-iong5,,表揚,;表揚;,,VC
44180,piau2-iuN7,,表樣,;表樣;,,
44181,piau2-keh,,表格,;表格;,,Na
44182,piau2-keng,,婊間,;妓女戶;妓院;,,Nc
44183,piau2-kiaN2,,婊囝,;私生子;,,Na
44184,piau2-ko,,表哥,;表哥;,,Na
44185,piau2-koat,,表決,;表決;,,VE
44186,piau2--lang5,,婊人,;婊;,,b
44187,piau2-li2,,表裏,;表裏;,,
44188,piau2-lou7,,表露,;表露;,,VC
44189,piau2-mia5,,表名,;起名兒;,,
44190,piau2-moe7,,表妹,;表妹;,,Na
44191,piau2-pek8,,表白,;表白;,,VE
44192,piau2-phoe5,piau2-phe5,表皮,;表皮;,,Na
44193,piau2-poe3,piau2-pe3,裱褙,;裱褙;,,VA
44194,piau2-si7,,表示,;表示;,,VE
44195,piau2-sio2-be7,piau2-sio2-moai7,表小妹,;表妹;,,Na
44196,piau2-sio2-moe7,,表小妹,;表妹;,,Na
44197,piau2-sio2-ti7,,表小弟,;表弟;,,Na
44198,piau2-siong7,,表象,;表象;,,Na
44199,piau2-soai3,,表率,;表率;,,Na
44200,piau2-sut,,表率,;表率;,,Na
44201,piau2-tat8,,表達,;表達;,,VC
44202,piau2-te7,,表弟,;表弟;,,Na
44203,piau2-teng,,表徵,;表徵;,,Na
44204,piau2-thai3,,表態,;表態;,,VA
44205,piau2-thau5,,婊頭,;老鴇;掌班;鴇母;龜公;,,Na
44206,piau2-tit8,,表姪,;表姪;,,Na
44207,pi-au7,,碑後,;碑陰;,,Na
44208,piau-beng5,,標明,;標明;,,VC
44209,piau-chhiam,,標籤,;標籤;,,Na
44210,piau-chi3,,標誌,;標誌;,,Na
44211,piau-chi3,,標幟,;標幟;,,Na
44212,piau-chun2,,標準,;標準;,,Na
44213,piau-chun2-kan,,標準桿,;標準桿;,,Na
44214,piau-gi2,piau-gu2,標語,;標語;,,Na
44215,piau-kan,,標竿,;標竿;,,Na
44216,piau-ke3,,標價,;標價;,,Na
44217,piau-ki2,piau-ku2,標舉,;標舉;,,VC
44218,piau-ki3,,標記,;標記;,,Na
44219,piau-ko,,標高,;標高;,,Na
44220,piau-kou3,,標購,;標購;,,VC
44221,piau-pun2,,標本,;標本;,,Na
44222,piau-sek,,標識,;標識;,,Na
44223,piau-si7,,標示,;標示;,,VC
44224,piau-siu5,,標售,;標售;,,VC
44225,piau-te5,piau-toe5,標題,;標題;,,Na
44226,piau-tek8-but8,,標的物,;標的物;,,Na
44227,piau-thau5,,標頭,;商標;牌號;,,Na
44228,piau-ti3,,標緻,;標緻;,,VH
44229,piau-tiam2,,標點,;標點;,,Na
44230,piau-toaN,,標單,;標單;,,Na
44231,pi-beng5,,悲鳴,;悲鳴;,,VA
44232,pi-beng5,,碑銘,;碑銘;,,Na
44233,pi-bi5,,卑微,;卑微;,,VH
44234,pi-bun5,,碑文,;碑文;,,Na
44235,pi-chham2,,悲慘,;悲慘;,,VH
44236,pi-chhek,,悲惻,;悲惻;,,
44237,pi-chian7,,卑賤,;卑賤;鄙賤;,,VH
44238,pi-chong3,,悲壯,;悲壯;,,VH
44239,pi-chun3,,埤圳,;埤圳;,,
44240,pih,,pih,;欏;,,
44241,pih,,鱉,;鱉;,,Na
44242,pih8-phok8-thiau3,,嗶噗跳,;忐忑;,,b
44243,pih-a2-chhau2,,鱉仔草,;水辣菜;,,
44244,pi-ha7,,卑下,;卑下;,,VH
44245,pih-chah,,pih-chah,;便捷;,,VH
44246,pih-chah,,pih扎,;扎;利落;,,VC;VH
44247,pih-chah,,襒chah,;利落;整齊;,,VH
44248,pih-chhiu2-lak8-kioh,,pih手lak8腳,;揎拳捋袖;,,VA
44249,pih-chhiu2-lat8,,贔手力,;比手力;,,
44250,pih-chhiu2-ng2,,pih手ng2,;捲袖子;,,
44251,pih-chhiu2-ng2,,襒手ng2,;挽袖子;捲袖子;,,
44252,pih-khak-hoe,,鱉殼花,;大頭蛇;,,
44253,pih-khou3-kha,,pih褲腳,;捲褲管;,,
44254,pih-lat8,,贔力,;出力;較勁;,,VA
44255,pi-hoan-li7-hap8,pi-hoan-li5-hap8,悲歡離合,;悲歡離合;,,Na
44256,pi-kiok8,,悲劇,;悲劇;,,Na
44257,pi-koa,,悲歌,;悲歌;,,Na
44258,pi-koan,,悲觀,;悲觀;,,VH
44259,Pi-lam5,,卑南,;卑南;,,Nc
44260,pi-le7-chhioh,,比例尺,;比例尺;,,Na
44261,pi-moa5,,蓖麻,;蓖麻;,,
44262,pin,,彬,;彬;,,Nb
44263,pin,,濱,;濱;,,Ng
44264,piN,,繃,;拉緊;繃緊;,,VR
44265,piN,,鞭,;鞭;鞭子;,,Na;b
44266,piN,,邊,;邊;,,Na;Nf;Dh;Nb;Ng
44267,piN2,,扁,;扁;扁平;,,VH
44268,pin2,,稟,;別;稟;,,Db;Ne;b
44269,pin2-a2,,pin2仔,;竹屏;,,
44270,pin2-a2,,稟仔,;夾子;稟;,,Na;b
44271,pin2-a2-kut,,pin2仔骨,;肋骨;,,Na
44272,pin2-a2-kut,,骿仔骨,;肋骨;,,Na
44273,pin2-chheng2,,稟請,;稟請;,,
44274,piN2-chhui3,,扁嘴,;扁嘴;啞口無言;閉嘴;無話可說;,,VA;VH
44275,pin2-chiam,,pin2針,;大頭針;,,
44276,pin2-chiam,,稟針,;別針;,,Na
44277,pin2-chiam,,箅針,;別針;,,Na
44278,piN2-chng3,,扁鑽,;扁鑽;,,
44279,piN2-hi5,piN2-hu5,扁魚,;比目魚;扁魚;,,Na
44280,pin2-ko3,,稟告,;稟告;,,
44281,piN2-ko5,,扁翱,;扁平;,,VH
44282,piN2-lang2,,扁籠,;陰戶;,,Na
44283,piN2-le7,piN2-loe7,扁鑢,;板銼;,,
44284,piN2-loe3,,扁鑢,;板銼;,,
44285,piN2-peh,,扁柏,;扁柏;側柏;,,Na
44286,piN2-phiN7,,扁鼻,;扁鼻;,,
44287,pin2-po3,,稟報,;稟報;,,VE
44288,pin2-seng3,,稟性,;稟性;,,Na
44289,pin2-taN,pin-taN,扁擔,;扁擔;,,Na
44290,piN2-taN,,扁擔,;扁擔;,,Na
44291,piN2-tau7,pian2-tau7,扁豆,;扁豆;,,
44292,piN2-tek,,扁竹,;竹節蓼;,,
44293,piN2-tho5-soaN3,,扁桃線,;扁桃線;,,
44294,piN3,,柄,;把手;柄;桯手;,,Na;Nf
44295,piN3,,變,;搞;變;,,VC;VH
44296,piN33-kui2,,變鬼,;鬼把戲;,,
44297,piN3-bak8,,變目,;變臉;,,VA
44298,piN3-bang2,,變蚊,;做手腳;搞鬼;,,VA
44299,piN3-bang2,,變魍,;作怪;作祟;做手腳;搞鬼;搗鬼;魍;,,VA;b
44300,piN3-be7,piN3-boe7,變賣,;變賣;,,VC
44301,piN3-bin7,,變面,;作色;拉下臉;面色大變;破臉;撕破臉;翻臉;變色;變臉;,,VA;VH
44302,piN3-bin7-chhiuN,,變面昌,;甩臉子;,,
44303,piN3-bo5-bang2,,變無魍,;變不出戲法;,,
44304,piN3-chhau3-bin7,,變臭面,;繃著臉;,,VH
44305,pin3-chhia,,殯車,;殯車;靈車;,,Na
44306,pin3-chhiu,,鬢鬚,;落腮鬍;鬢毛;,,Na
44307,piN3-hai7,,變壞,;弄壞;,,VR
44308,piN3-hong-bin7,,變風面,;翻臉;變臉;,,VA;VH
44309,piN3-hou2-niau,,變虎貓,;扮鬼臉;做鬼臉;裝鬼臉;,,VA
44310,piN3-iN7,,變異,;變異;,,Na
44311,piN3-kah,,變甲,;搞成;,,VR
44312,pin3-kak,,鬢角,;太陽穴;額角;鬢角;,,Na
44313,piN3-kau5-hi3,,變猴戲,;耍猴戲;,,
44314,piN3-kau5-lang7,,變猴弄,;玩把戲;耍花槍;耍花樣;耍猴戲;惡作劇;搞鬼;戲弄;變把戲;變法兒;變戲法;,,VA;VC
44315,piN3-keng2,,變景,;耍花槍;變把戲;變樣子;,,VA
44316,pin3-kha,,鬢腳,;鬢角;鬢腳;髮腳;,,Na
44317,piN3-khang,,變空,;耍花招;做手腳;搞鬼;搗蛋;籌謀;變把戲;變法兒;,,VA;VC
44318,piN3-khang-sun2,,變空榫,;做手腳;,,VA
44319,piN3-khang-thau5,,變空頭,;耍花槍;耍花樣;,,VA
44320,piN3-khoan2,,變款,;反常;變態;變壞;,,VR;VH
44321,piN3-koai3,,變怪,;作怪;,,VA
44322,piN3-kui2,,變鬼,;作怪;作祟;弄鬼;做手腳;搞鬼;搗鬼;鬧鬼;,,VA;VH
44323,piN3-kui2-chiN,,變鬼精,;耍心眼兒;,,
44324,piN3-kui2-piN3-koai3,,變鬼變怪,;作祟;興妖作怪;,,VA
44325,piN3-ku-piN3-pih,,變龜變鱉,;變法兒;,,
44326,pin3-kut,,鬢骨,;顳骨;,,
44327,piN3-lang7,,變弄,;逗弄;掇弄;搬弄;搗鬼;搗蛋;鼓搗;舞弄;撥弄;盤弄;調弄;擺弄;變弄;,,VA;VC
44328,piN3-mou5-sut8,,變魔術,;變戲法;,,VA
44329,piN3-pa2-hi3,,變把戲,;變把戲;,,
44330,piN3-phaiN2,,變歹,;變壞;,,VR
44331,piN3-phou2,,變譜,;變法兒;,,
44332,pin3-piang3-hau2,,pin3-piang3吼,;霹哩啪啦響;,,
44333,pin3-piN,,鬢邊,;太陽穴;鬢角;顳\-需頁;,,Na
44334,pin3-piN-ko,,鬢邊膏,;頭痛藥膏;,,
44335,pin3-piN-kut,,鬢邊骨,;顳骨;,,
44336,pin3-piN-mng5,,鬢邊毛,;鬢毛;,,Na
44337,piN3-pou7,,變步,;步;籌謀;變法兒;,,VC;Nf
44338,piN3-san2,,變產,;變產;,,VA
44339,piN3-siang3,pian3-siong3,變相,;一反常態;反常;性情大變;變相;,,Dh;VH
44340,piN3-sio2,,變小,;變小;,,VR
44341,pin3-sui,,鬢蓑,;鬢毛;鬢髮;,,Na
44342,piN5,,坪,;坪;,,Nf
44343,pin5,,屏,;屏;屏風;,,Na;b
44344,pin5,,貧,;貧;,,b
44345,piN5,,棚,;棚;,,b
44346,pin5,,憑,;憑;,,P3
44347,piN5-a2,,棚仔,;棚子;罩棚;,,Na
44348,pin5-chah8,,屏閘,;障子;,,
44349,pin5-cheng3,,憑證,;憑證;,,Na
44350,pin5-chhui,,頻催,;頻催;,,VF
44351,pin5-chia3,,憑藉,;憑藉;,,P3
44352,pin5-chian,,貧賤,;貧賤;,,VH
44353,pin5-chiong3,,屏障,;屏障;,,Na;VJ
44354,pin5-chun2,,憑准,;作准;為憑;准譜兒;,,VH
44355,pin5-chun2,,憑準,;依據;準繩;標準;,,Na;P4
44356,pin5-han5,,貧寒,;貧寒;,,VH
44357,pin5-hat8,,貧乏,;貧乏;,,VH
44358,pin5-hiat,,貧血,;貧血;,,VH
44359,pin5-hoan5,,頻繁,;頻繁;,,VH
44360,pin5-hoeh,pin5-huih,貧血,;貧血;,,VH
44361,pin5-hok-khi3,,憑福氣,;憑福氣;,,
44362,pin5-hong,,屏風,;屏風;,,Na
44363,pin5-hou7,,貧戶,;貧戶;,,Na
44364,pin5-hu3-put-kin,pin5-hu3-put-kun,貧富不均,;貧富不均;,,VH
44365,pin5-i,,憑依,;憑依;,,P3
44366,piN5-ke3,,棚架,;棚架;,,Na
44367,pin5-keng5,,貧窮,;貧窮;,,VH
44368,pin5-khou2,,貧苦,;貧苦;,,VH
44369,pin5-ki3,pin5-ku3,憑據,;憑據;,,Na
44370,pin5-ki3,pin5-ku3,憑據,;憑據;,,Na
44371,pin5-ko2,,蘋果,;蘋果;,,Na
44372,pin5-liah8-chun2,,憑掠準,;想當然;,,Db
44373,pin5-liang5-sim,pin5-liong5-sim,憑良心,;憑良心;,,
44374,pin5-lut8,,頻率,;頻率;,,Na
44375,pin5-pai5,,屏排,;屏蔽;,,VC
44376,pin5-pai5,,屏牌,;盾牌;,,Na
44377,pin5-pang,,屏枋,;屏風;,,Na
44378,pin5-piah,,屏壁,;影壁;,,
44379,pin5-pin5,,頻頻,;頻頻;,,Dd
44380,pin5-pun2-su7,,憑本事,;憑本事;,,
44381,pin5-sin3,,憑信,;信用;,,Na
44382,pin5-sut,,頻率,;頻率;,,Na
44383,pin5-thau5,,憑頭,;依次;依序;從頭;照先後次序;照順序;,,Dh
44384,pin5-thau5,,頻頭,;逐個;,,
44385,pin5-thau5-lai5,,憑頭來,;從頭來;,,
44386,pin5-tiau5,,憑條,;憑單;,,Na
44387,pin5-to7,,頻道,;頻道;,,Na
44388,pin5-toaN7,pan5-toaN7,貧憚,;怠惰;偷懶;懶惰;,,VH
44389,pin5-toaN7-kut,pan5-toaN7-kut,貧憚骨,;懶骨頭;懶漢;,,Na
44390,pin5-toaN7-lang5,,貧憚人,;懶漢;,,Na
44391,pin5-toaN7-sian,pan5-toaN7-sian,貧憚仙,;懶惰蟲;,,Na
44392,pin5-toaN7-thang5,pan5-toaN7-thang5,貧憚蟲,;懶惰蟲;,,Na
44393,Pin5-tong,,屏東,;屏東;,,Nc
44394,Pin5-tong-chhi7,,屏東市,;屏東市;,,Nc
44395,Pin5-tong-koan7,,屏東縣,;屏東縣;,,Nc
44396,pin5-tou2,,屏堵,;板壁;屏風;,,Na
44397,pin5-tou2-mng5,,屏堵門,;屏門;,,
44398,piN7,,辮,;編;辮;,,VC;b
44399,piN7-a2,,辮仔,;辮子;,,Na
44400,piN-a2,,邊仔,;一邊;旁邊;邊緣;,,Nc;Nf;Dh
44401,piN-a2-bin7,,邊仔面,;側面;,,Nc
44402,piN-a2-e5-lang5,,邊仔的人,;旁人;,,Na
44403,piN-a2-kak,,邊仔角,;角落;,,Nc
44404,piN-an5,peN-an5,繃an5,;繃緊;,,VR
44405,piN-bin7,,邊面,;側面;,,Nc
44406,piN-bin7-khoaN3,,邊面看,;側視;,,VC
44407,piN-bin7-phoe5,piN-bin7-phe5,piN面皮,;撐門面;,,
44408,piN-che3,,邊際,;邊際;,,Nc
44409,piN-chhiu2-boe2,piN-chhiu2-be2,piN手尾,;較量;,,VB
44410,piN-chhiu2-boe2,piN-chhiu2-be2,拼手尾,;角力;較勁;較量;,,VA;Na;VB
44411,piN-chih8,,繃折,;攀折;,,VC
44412,pin-gi5-koan2,,殯儀館,;殯儀館;,,Nc
44413,pin-hai2,,濱海,;濱海;,,VH
44414,pin-hun,,繽紛,;繽紛;,,VH
44415,piN-kak,,邊角,;角落;犄角;,,Nc;Na
44416,pin-kheh,,賓客,;賓客;,,Na
44417,piN-kin,piN-kun,邊根,;側根;,,
44418,piN-kiN5,,邊墘,;傍邊兒;,,
44419,Pin-ko2,,賓果,;賓果;,,Nb
44420,pin-koan2,,賓館,;賓館;,,Nc
44421,piN-mng5,,邊門,;旁門;側門;,,Nc
44422,pin-nng5,,檳榔,;檳榔;,,Na
44423,pin-nng5-ou7,,檳榔芋,;芋艿;,,
44424,piN-pang5,,邊房,;配房;,,Na
44425,piN-peh,,拼扒,;拮据;,,VH
44426,piN-peh8,,邊白,;背躬;旁白;,,Na
44427,piN-piN-a2,,邊邊仔,;邊緣;,,Nc
44428,piN-puih8,peN-puih8,拼拔,;抗衡;對抗;頡頏;,,VC;VB;VH
44429,pin-su7,,賓士,;賓士;,,Na
44430,pin-taN,,扁擔,;扁擔;,,Na
44431,pin-taN-hioh8,,扁擔葉,;文珠蘭;,,
44432,piN-thau5,,邊頭,;邊頭;,,
44433,piN--thau5,,邊頭,;近旁;旁邊;,,Nc
44434,piN-thau5-lang5,,邊頭人,;傍觀者;,,
44435,piN-thih-bin7,,piN鐵面,;拉下臉;,,VA
44436,piN-tian7,,邊殿,;配殿;,,
44437,piN--tiau5,,piN--tiau5,;攀附;,,VC
44438,pio,,摽,;摽;戲弄;,,VC
44439,pio,,標,;標;,,VC
44440,pio,,膘,;膘;,,b
44441,pio,,鏢,;鏢;,,Na
44442,pio,,飆,;莽撞而快速;,,
44443,pio2,,表,;表;錶;,,Na;VE
44444,pio2,,錶,;錶;,,Na
44445,pio2-a2,,表仔,;手錶;,,Na
44446,pio2-a2,,錶仔,;錶;,,Na
44447,pio2-a2-lian7,,錶仔鍊,;錶鍊;,,
44448,pio2-a2-toa3,,錶仔帶,;錶帶;,,Na
44449,pio2-pe3,,裱褙,;裝裱;,,VA
44450,pio7,,鰾,;鰾;,,Na
44451,pio-a2,,標仔,;標槍;,,Na
44452,pio-chhia,,飆車,;飆車;,,VA
44453,pio-chhio3,,摽笑,;玩笑;耍笑;摽;鬧騰;,,VA;Na;VC
44454,pio-he7-a2,,標會仔,;標;,,VC
44455,pio-hoa7,,摽嘩,;對謔;漂;,,VA
44456,pio-hoe7-a2,,標會仔,;標會;,,VA
44457,pio-kang,,標工,;標;,,VC
44458,pio-kheh,,鏢客,;鏢客;,,Na
44459,pio-khi2,,標齒,;暴牙;,,Na
44460,pio-koa,,摽歌,;褒歌;,,
44461,pio-kun2,,摽滾,;滾;,,VA
44462,pio-kun2-hoa7,,摽滾嘩,;嘩;,,Dh
44463,pio--lang5,,摽人,;耍笑;,,VA
44464,pio--tioh8,,標著,;得標;,,VH
44465,pi-phi2,,卑鄙,;卑鄙;,,VH
44466,pi-siong,,悲傷,;悲傷;悲慟;,,VH
44467,pit,,pit,;裂;,,VH
44468,pit,,必,;必;裂;龜裂;,,Db;VH
44469,pit,,筆,;筆;,,Na;Nf
44470,pit8-ui5,,闢為,;闢為;,,VR
44471,pit-a2-boe2,pit-a2-be2,筆仔尾,;筆底下;筆頭兒;詞鋒;,,Na
44472,pit-a2-chhau2,,筆仔草,;金絲草;,,
44473,pit-bak8,,筆墨,;筆墨;,,Na
44474,pit-boe2,pit-be2,筆尾,;筆鋒;詞鋒;,,Na
44475,pit-chhi3,,筆試,;筆試;,,VA;Na
44476,pit-chhng,,必穿,;罅隙;,,Na
44477,pit-chia2,,筆者,;筆者;,,Nh
44478,pit-chiam,,筆尖,;筆尖;,,Na
44479,pit-chian3,,筆戰,;筆戰;,,VA
44480,pit-chu-le2,,筆資禮,;潤筆金;,,
44481,pi-teng2,,碑頂,;碑額;,,
44482,pit-giap8,,畢業,;畢業;,,VH
44483,pit-giap8-pan,,畢業班,;畢業班;,,Na
44484,pit-giap8-seng,,畢業生,;畢業生;,,Na
44485,pit-ha7,,筆下,;筆下;,,Na
44486,pi-than3,,悲嘆,;悲嘆;,,VE
44487,Pi-thau5,,埤頭,;埤頭;,,Nc
44488,pit-hoat,,筆法,;筆法;,,Na
44489,pit-hong,,筆鋒,;筆鋒;,,Na
44490,pi-thong3,,悲痛,;悲痛;,,VH
44491,pit-hun5,,pit痕,;裂痕;,,Na
44492,pit-hun5,,必痕,;裂紋;裂痕;龜裂;罅隙;,,Na;VH
44493,pit-i3,,筆意,;筆意;,,Na
44494,pit-iau3,,必要,;必要;,,Na;VH
44495,pit-iu2,,筆友,;筆友;,,Na
44496,pit-jiah,,筆跡,;筆跡;,,Na
44497,pit-jian5,,必然,;必然;,,Db
44498,pit-keng3,,畢竟,;畢竟;,,Db
44499,Pit-khah-soh,,畢卡索,;畢卡索;,,Nb
44500,pit--khi3,pit--khu3,pit去,;裂了;,,
44501,pit-khui,,pit開,;裂開;,,VH
44502,pit-khui,,必開,;必;裂開;,,Db;VH
44503,pit-ki3,,筆記,;筆記;,,Na
44504,pit-ki3-phou7,,筆記簿,;筆記簿;,,Na
44505,pit-ki3-pun2,,筆記本,;筆記本;,,Na
44506,pit-koaiN2,,筆桿,;筆桿;,,Na
44507,pit-koe2,pit-ke2,必粿,;毛呼;,,
44508,pit-kong2,,筆管,;筆帽;,,Na
44509,pit-leh8,,pit裂,;皸裂;,,
44510,pit-leh8,,必裂,;斷口;,,
44511,pit-lih8,,必裂,;裂縫;龜裂;,,Na;VH
44512,pit-lo5-a2,,伯勞仔,;牛頭伯勞;伯勞;紅尾伯勞;,,Na
44513,pit-lo5-chi2,,筆羅子,;筆羅子;,,
44514,pit-lok8,,筆錄,;筆錄;,,Na
44515,pit-lou7,,筆路,;筆法;,,Na
44516,pit-mia5,,筆名,;筆名;,,Na
44517,pit-niau,,筆貓,;麝香貓;,,
44518,pit-oeh8,,筆劃,;筆劃;,,Na
44519,pit-pai5,,筆排,;排筆;,,Na
44520,pit-phang7,,pit縫,;裂縫;,,Na
44521,pit-phang7,,必縫,;裂縫;撥縫;,,Na
44522,pit-phoe5,pit-phe5,pit皮,;裂皮;,,
44523,pit-pi7,,必備,;必備;,,A
44524,pit-seng,,畢生,;畢生;,,Na
44525,pit-siu-kho,,必修科,;必修科;,,Na
44526,pit-sng3,,筆算,;筆算;,,
44527,pit-soan3,,筆算,;筆算;,,
44528,pit-su,,必須,;必須;,,Db
44529,pit-su,,必需,;必需;,,A
44530,pit-sun5,,pit-sun5,;裂紋;,,Na
44531,pit-sun5,,必紃,;裂痕;龜裂;罅隙;,,Na;VH
44532,pit-su-phin2,,必需品,;必需品;,,Na
44533,pit-tam5,,筆談,;筆談;,,VA
44534,pit-tang5,,筆筒,;筆筒;,,Na
44535,pit-tang5-chhau2,,筆筒草,;木賊;,,Na
44536,pit-tang5-chhiu7,,筆筒樹,;蛇木;筆筒樹;,,
44537,pit-te7,,筆袋,;筆套;,,Na
44538,pit-teng7,,必定,;必定;,,Db
44539,pit-thap,,筆錔,;筆帽;錔;,,Na
44540,pit-thap-a2,,筆塌仔,;筆帽;,,Na
44541,pit-that,,筆that,;筆套;,,Na
44542,pit-that-a2,,筆塞仔,;筆帽;,,Na
44543,pit-that-kng2,,筆that管,;筆帽;,,Na
44544,pit-tit,,必得,;必得;,,Db
44545,pit-tng-si5,,彼當時,;那當兒;當口兒;當年;當時;,,Nd
44546,pit-tun5,,必唇,;兔唇;,,Na
44547,piu-po5,,彪婆,;太妹;野女人;,,Na
44548,pi-ut,,悲鬱,;悲郁;,,
44549,png,,楓,;楓;,,Na
44550,png,,幫,;幫;,,VC;Nf;P3
44551,png2,,榜,;榜;,,Na
44552,png2-boe2,png2-be2,榜尾,;背榜;,,
44553,png2-iuN7,,榜樣,;榜樣;,,Na
44554,png2-siu2,,榜首,;榜首;,,Na
44555,png7,,傍,;托;依;傍;,,VF;VC;b;VJ
44556,png7,,飯,;米飯;飯;,,Na
44557,png7-ap8-a2,,飯盒仔,;飯盒;,,Na
44558,png7-au,,飯甌,;飯碗;甌;,,Na;b
44559,png7-au7,,飯後,;飯後;,,Nd
44560,png7-cheng5,,飯前,;飯前;,,Nd
44561,png7-chhai3,,飯菜,;飯菜;,,Na
44562,png7-hok-khi3,,傍福氣,;托福;,,Nb
