ID,台語羅馬字,台語羅馬字2,台語漢字,華語對譯,英文,freq,pos_h
51015,soaN-chhat,,山漆,;山漆;木蠟樹;臭辣樹;,,815,
51016,soaN-chhat8,,山賊,;山賊;木蠟樹;草寇;櫨;,,866,Na;b
51017,soaN-chhau2,,山草,;白水木;,,981,
51018,soan-chhau2,,萱草,;萱草;,,577,Na
51019,soaN-chhau3-chiuN,,山臭樟,;芳樟;鳥樟;,,836,
51020,soan-chheng,,宣稱,;宣稱;,,591,VE
51021,soaN-chheng5,,山松,;馬尾松;,,755,Na
51022,soaN-chheng5,,山榕,;雀榕;,,536,
51023,soaN-chheng5-peh,,山松柏,;台灣五葉松;,,1779,
51024,soaN-chhi2,soaN-chhu2,山鼠,;鼩鼱;,,692,
51025,soaN-chhiN,soaN-chheN,山菁,;大菁;野木藍;,,1248,
51026,soan-chhio3,,訕笑,;揶揄;嘲笑;,,764,VC
51027,soaN-chhoan3-tin5,,山串藤,;蔓荊子;,,759,
51028,soaN-chhui3-khau2,,山嘴口,;山口;,,1204,
51029,soan-chi,,宣\-木,;檀板;,,645,Na
51030,soaN-chi5,soaN-chu5,山薯,;蒟蒻;,,621,
51031,soaN-chia3-kou,,山鷓鴣,;台灣山鷓鴣;,,1388,
51032,soaN-chiam,,山尖,;山峰;山頂;山頭;,,944,Nc;Na
51033,soan-chian3,,宣戰,;宣戰;,,414,VA
51034,soaN-chio,,山蕉,;芭蕉;,,501,Na
51035,soaN-chit,,山脊,;山脊;岡梁;崗梁;,,1102,Na
51036,soaN-chiu,,山丘,;山丘;,,773,Na
51037,soan-choa2,,宣紙,;宣紙;,,463,Na
51038,soaN-chu5-kou,,山慈姑,;山芋;台灣一葉蘭;,,2433,Na
51039,soaN-chui2,,山水,;山水;山泉水;,,1473,Na
51040,soaN-chui2-liu2,,山水柳,;密花苧麻;,,1440,
51041,soaN-chu-ju5,,山茱萸,;山茱萸;,,1682,Na
51042,soaN-e7,,山下,;山根;山腳;山麓;,,1535,Nc;Na
51043,soaN-eng-hoe,,山櫻花,;山櫻花;台灣緋櫻;緋寒櫻;,,2025,
51044,soaN-eng-tho5,,山櫻桃,;山櫻花;台灣緋櫻;,,1548,
51045,so-ang5,,so紅,;抹紅;,,768,
51046,soaN-gak8,,山岳,;山岳;,,597,Na
51047,soaN-gak8,,山嶽,;山嶽;,,549,Na
51048,soaN-gi5-pe5,,山枇杷,;台灣枇杷;,,1150,
51049,soaN-giam5,,山岩,;山岩;,,619,Na
51050,soan-gian5,,宣言,;宣言;,,426,Na
51051,soaN-gu5,,山牛,;野牛;,,785,Na
51052,soaN-gu5-kang2,,山牛犅,;天牛;,,1323,Na
51053,soaN-gu5-leng,,山牛奶,;台灣石楠;,,1490,
51054,soaN-hau7,,山鱟,;土包子;,,747,Na
51055,soaN-him5,,山熊,;熊;,,552,Na
51056,soaN-hiuN,,山香,;香苦草;,,935,
51057,soaN-hng5,,山園,;山;,,682,Na
51058,soaN-ho5,,山河,;山河;,,982,Na
51059,soaN-ho5-chhi2,soaN-ho5-chhu2,山豪鼠,;野鼠;,,1063,
51060,soan-hoa,,喧嘩,;喧嘩;,,340,VA
51061,soaN-hoat,,山發,;野生;,,891,A
51062,soaN-hoe2,soaN-he2,山火,;野火;,,965,Na
51063,soaN-hong,,山峰,;山峰;,,1133,Na
51064,soaN-hong5,,山洪,;山洪;,,1111,Na
51065,soaN-hong7-boe2,soaN-hong7-be2,山鳳尾,;龍頭草;,,1654,
51066,soaN-hou5-chio,,山胡椒,;崖椒;羅芙木;,,883,
51067,soaN-hou-siuN,,山呼相,;戴勝;,,1292,
51068,soaN-hun2-chiau2,,山粉鳥,;台灣鴣鳩;灰林鴿;,,2662,
51069,soaN-hun2-iN5,,山粉圓,;山粉圓;,,861,
51070,soaN-hun-chhau2,,山煙草,;萬桃花;,,1110,
51071,soaN-ia2,,山野,;山野;,,763,Nc
51072,soaN-iam5,,山鹽,;岩鹽;礦鹽;,,517,Na
51073,soaN-iam5-chheN,soaN-iam5-chhiN,山鹽青,;山鹽青;羅氏鹽膚木;,,1147,
51074,soaN-iam5-po5,,山鹽婆,;紅梅消;,,816,
51075,soaN-iam5-siN5,,山鹽豉,;羅氏鹽膚木;,,611,
51076,soaN-iam5-sng,,山鹽酸,;酢醬草;,,795,Na
51077,soaN-iN5,,山圓,;台灣藍鵲;,,1241,
51078,soaN-io,,山腰,;山腰;山腹;,,682,Nc
51079,soaN-ioh8,,山藥,;山藥;,,748,Na
51080,soaN-ioh8-chi5,soaN-ioh8-chu5,山藥薯,;山藥;大青薯;,,1581,Na
51081,soan-iong5,,宣揚,;宣揚;,,434,VC
51082,soaN-iuN5,,山羊,;山羊;,,730,Na
51083,soaN-iuN5-a2,,山羊仔,;山羊;長鬃山羊;,,1645,Na
51084,soaN-iuN5-hiN7,,山羊耳,;山羊耳;,,915,
51085,soaN-iuN5-moa5,,山楊麻,;山黃麻;,,1028,
51086,soaN-jiok8-kui3,,山肉桂,;土肉桂;山肉桂;,,1519,
51087,soaN-ka-chian2,,山鉸剪,;桔梗蘭;,,1277,
51088,soaN-kam,,山柑,;月橘;,,866,
51089,soaN-kam-chho2,,山甘草,;萬點金;,,1338,
51090,soaN-ka-phoa3,,山茭破,;魚木;,,1470,
51091,soaN-kau,,山溝,;山溝;山窩;山澗;,,901,Na
51092,soan-kau3,,宣教,;宣教;,,920,
51093,soaN-kau7-oah8,,山厚活,;車前;,,1247,
51094,soaN-ke,soaN-koe,山雞,;山雞;藍腹鷴;,,1224,Na
51095,soaN-keh-niau,soaN-koeh-niau,山蕨貓,;烏毛蕨;,,918,
51096,soaN-kha,,山腳,;山根;山腳;山麓;,,1443,Nc;Na
51097,soaN-kha-chiam,,山腳尖,;山嘴;,,1457,Nc
51098,soaN-kham3,,山崁,;山崖;斷崖;懸崖;,,973,Nc;Na
51099,soaN-kham3-kha,,山崁腳,;山麓;,,1326,Na
51100,soaN-khang,,山空,;山洞;,,873,Na
51101,soaN-khang-lai7,,山空內,;山旮旯兒;山裡;,,1394,
51102,soaN-kheN,soaN-khiN,山坑,;山坑;山谷;,,797,Na
51103,soaN-kheN-a2,soaN-khiN-a2,山坑仔,;山谷;,,1463,Na
51104,soaN-kheng7,,山虹,;白臼;,,658,
51105,soaN-khi7-a2,,山柿仔,;山紅柿;,,1565,
51106,soaN-khiah,,山隙,;山口;,,705,
51107,soaN-khim5,,山禽,;飛禽;,,580,Na
51108,soaN-khin5-chhai3,soaN-khun5-chhai3,山芹菜,;水芹;山芹菜;野當歸;,,1372,Na
51109,soaN-khou2-koe,,山苦瓜,;山苦瓜;葎草;,,1169,
51110,soaN-khou2-leng7,,山苦楝,;大花咸豐草;山菜豆;台灣白蠟樹;,,2610,
51111,soaN-khou2-tho5,,山苦桃,;桃樹;,,914,Na
51112,soaN-khut,,山窟,;山谷;,,699,Na
51113,soaN-kia7,,山崎,;山崎;,,701,Na
51114,soaN-kim-chiam,,山金針,;金花石蒜;,,1179,
51115,soaN-kiN,,山梔,;山黃梔;,,716,
51116,soaN-kin-chio,soaN-keng-chio,山弓蕉,;芭蕉;,,952,Na
51117,soaN-kin-leng5,soaN-kun-leng5,山根龍,;黃鵪菜;,,1522,
51118,soaN-kio5,,山茄,;洛神花;,,836,
51119,soaN-kio5-po3,,山茄報,;魚木;,,802,
51120,soaN-kio7,,山轎,;滑竿;,,532,
51121,soaN-kiok-hoe,,山菊花,;野菊花;,,1261,
51122,soaN-kiu5,,山球,;高爾夫球;,,911,Na
51123,soaN-kiuN,,山羌,;山羌;,,562,
51124,soaN-kiuN,,山獐,;獐子;,,540,
51125,soaN-kiuN,,山薑,;山葵;,,559,
51126,soan-ko3,,宣告,;宣告;,,514,VE
51127,soaN-koa3-chhai3,,山芥菜,;山刈葉;山萵苣;黃鵪菜;蒲公英;,,1270,Na
51128,soaN-koaiN5,,山懸,;懸;,,559,VC
51129,soaN-koaN-lan5,,山菅蘭,;山菅蘭;桔梗蘭;,,890,
51130,soaN-koe,,山瓜,;青牛膽;,,761,
51131,soaN-koe-chhai3,,山瓜菜,;黃鵪菜;,,996,
51132,soaN-kok,,山谷,;山谷;,,860,Na
51133,soaN-kou2-pih,,山古鱉,;百步蛇;,,1020,
51134,soaN-ku,,山龜,;食蛇龜;,,782,
51135,soaN-kui2,,山鬼,;山魈;,,1472,
51136,soaN-kui3-hoe,,山桂花,;台灣山桂花;,,2431,
51137,soaN-lai7,,山內,;山裡;山裏頭;,,1350,
51138,soaN-lai7-lang5,,山內人,;山裡人;,,3822,
51139,soaN-lam2,,山欖,;台灣膠木;,,1047,
51140,soaN-lam5,,山藍,;大菁;,,1106,
51141,soaN-lang,,山lang,;狹谷;,,606,Nc
51142,soaN-lau2-hioh8,,山荖葉,;風藤;,,934,
51143,soaN-leng5,,山龍,;山脈;山脊;山梁;地脈;岡巒;,,1248,Na
51144,soaN-leng5-geng2,,山龍眼,;山龍眼;,,1509,
51145,soaN-li2-hoe,,山裡花,;細紋南蛇;,,1699,
51146,soaN-lian5-a2,,山鰱仔,;台灣馬口魚;,,2020,
51147,soaN-lip8,,山鴗,;黑頭翡翠;,,797,
51148,soan-liu-kou2,,酸溜蛄,;泥鰍;,,755,Na
51149,soaN-lo5-pok8,,山蘿蔔,;胡蘿蔔;,,2980,Na
